Airbnb,"They fixed incredibly basic items take care hosts settings screw via software issues updates. Update; 2018, still major issues App, basic functionality still rolled $40B company, helpful taking responsibility things go wrong.",Negative,-0.0675,0.37
Airbnb,I would like actually able I recapture dozen times anything even remotely happen sucks tale beyond wildest cognation wording,Positive,0.033333333,0.375
Airbnb,nan,nan,nan,nan
Airbnb,"I used Airbnb numerous times past always pleasant experience. However, last time, host double booked room left stranded. I told call Airbnb, verified I left without room offered refund plus 10%. The 10% $37. I told unacceptable. They offered 50% ($185) help find room. The room found going cost money, even $185 credit, ultimately even available late contact host. After stranded hours waiting Airbnb, I told nothing me. They offered $100 credit future trip. So I drove 4 hours ways, probably spending $100 gas, offered $100 Airbnb hosts left me, pregnant wife, & dog without place stay. Very disappointed. I looking different vendors VRBO future.",Negative,-0.003645833,0.381770833
Airbnb,nan,nan,nan,nan
Airbnb,nan,nan,nan,nan
Airbnb,I like easy host travel mode... Just wish could search properties based listed name.,Positive,0.433333333,0.833333333
Airbnb,"Why offer rewards users, allow users post actual pics accomodation let owners charge ridiculous cleaning fees, getting stage hotels bargain",Negative,-0.166666667,0.55
Airbnb,nan,nan,nan,nan
Airbnb,nan,nan,nan,nan
Airbnb,nan,nan,nan,nan
Airbnb,Can't log in. I tried using different emails. It keeps telling send message support. I even able it???,Positive,0.25,0.6125
Airbnb,nan,nan,nan,nan
Airbnb,"This kind terrible, got right now. Sometimes I'll block days find unblocked next day reservation pending. I've phone tech support times I count various annoying reasons. The much easier deal",Negative,-0.102040816,0.576530612
Airbnb,nan,nan,nan,nan
Airbnb,nan,nan,nan,nan
Airbnb,It great secure reliable. I would say days ensure real price originally advertised rooms/flats change come payment (with hidden costs ) misleading,Positive,0.321666667,0.546666667
Airbnb,"I sign app. I asked I robot taken verification questions, like choosing images street signs goes that. I told password wrong issue is. I tried days get work not. Incredibly frustrating.",Negative,-0.15,0.9
Airbnb,nan,nan,nan,nan
Airbnb,"When post house listing queen size beds selection, turn king size bed. We checked many times selection field correct, real listing reflect correctly. It lead dispute guest reliase king size bed check-in.",Positive,0.35,0.4
Airbnb,nan,nan,nan,nan
Airbnb,I made booking Paris accept payment booking denied receiving payment call this. If want deny booking process payment I waiting reply expert last 6 hrs money also. Just.be aware type business. If I receive full payment I Chang rating AIRBNB,Positive,0.2,0.288888889
Airbnb,Very difficult longwinded use. Also expect wait 24 hours booking confirmed yet money taken.,Negative,-0.125,1
Airbnb,"Love hosting airBnB. The overall good. However, would nice see breakdowns progress hosts. Would also like offer discount everyone sometimes days booked someone requests discount. Otberwise, great",Positive,0.52,0.59
Airbnb,As guest kind annoying. I feel comfortable providing licence passport whatever I to. And going require forms ID I also need provide profile photo. This Facebook.,Positive,0.066666667,0.866666667
Airbnb,"We new Airbnb. Response support emails adequate, great. Feels like follow script. Quite frustrating customers trying schedule, Airbnb responding needed answers. Now finally Airbnb working devices, great.",Positive,0.278282828,0.697979798
Airbnb,nan,nan,nan,nan
Airbnb,"I love app. Last year I travelled across US, booking I went along brilliant finding last minute gems. I met many brilliant weird people! I can't thank Airbnb enough opening options traveling.",Positive,0.271875,0.591666667
Airbnb,nan,nan,nan,nan
Airbnb,nan,nan,nan,nan
